No. Resp;Kelas;Gender;Ability to use Media (Am);;;;;;;;;;;;;Managing digital learning Platforms (Mp);;;;;;;;;Advanced use of Digital Media (Adm);;;;;;;;;;;;;Ethics and safety in the use of digital media (Es);;;;;;;;;;;;;;
;;;Am1;Am2;Am3;Am4;Am5;Am6;Am7;Am8;Am9;Am10;Am11;Am12;Am13;Mp1;Mp2;Mp3;Mp4;Mp5;Mp6;Mp7;Mp8;Mp9;Adm1;Adm2;Adm3;Adm4;Adm5;Adm6;Adm7;Adm8;Adm9;Adm10;Adm11;Adm12;Adm13;Es1;Es2;Es3;Es4;Es5;Es6;Es7;Es8;Es9;Es10;Es11;Es12;Es13;Es14;Es15
113;1;1;4;4;4;3;3;3;4;3;4;3;3;3;4;4;4;4;3;4;4;3;4;4;4;3;3;3;3;3;4;4;3;4;3;3;4;4;4;4;3;4;4;4;3;4;4;4;4;3;4;4
114;1;1;3;4;5;4;5;5;4;4;4;4;5;4;5;5;4;4;4;5;4;4;4;5;4;4;5;4;4;4;4;5;4;5;3;3;4;5;5;3;3;4;4;4;3;5;4;4;3;4;4;5
115;1;2;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
116;1;1;3;3;3;2;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;2;3;3;3;4;3;3;3;3;4;4;3;3;3;4;4;4;3;2;4;3;3;3;4
117;2;1;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;3;5;5;5;5;5;4;4;4;4;5;5;5;4;5;3;3;5;5;4;5;5;4;5;5;5;5;5;4;5;5;4;5
118;1;2;5;5;5;2;4;4;4;4;4;2;4;4;4;5;4;5;2;4;2;4;5;5;2;2;5;5;5;5;5;5;4;2;2;2;2;5;2;5;5;5;5;5;5;5;5;5;5;2;5;5
119;1;1;3;4;4;3;4;4;4;4;4;4;3;5;4;4;4;3;3;4;4;4;4;4;3;4;3;4;4;4;3;3;4;4;3;3;4;5;5;4;4;4;4;4;5;4;3;4;4;3;4;4
120;2;1;2;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;1;2;5;1;3;5;5;2;1;5;3;2;2;1;5;4;1;2;4;5;2;1;5;4;3;4;3;3;2;2;1;4;2
121;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;2;3;3;4;3;3;3;3;3;3;2;2;3;4;4;4;4;3;4;4;4;5;4;2;3;3;3;2
122;1;2;4;4;2;2;2;4;4;4;4;4;4;4;4;4;4;2;2;2;4;4;4;4;2;2;2;4;4;4;4;2;2;2;2;2;4;4;4;4;2;4;4;4;4;2;4;4;4;4;4;4
123;1;2;4;5;5;5;5;5;5;4;5;5;3;4;4;3;4;4;3;3;5;4;5;4;3;5;4;3;4;4;5;5;4;5;4;4;4;5;5;5;5;5;5;5;4;5;5;3;5;5;5;5
124;1;2;5;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4
125;1;2;4;4;3;3;2;2;3;3;3;4;4;5;4;2;3;2;2;2;4;2;5;3;2;2;2;3;3;3;3;3;3;2;2;2;3;5;4;4;3;4;3;4;5;3;3;4;5;4;3;4
126;1;1;4;4;3;3;2;2;3;3;3;4;4;5;4;2;3;2;2;2;4;2;5;3;2;2;2;3;3;3;3;3;3;2;2;2;3;5;4;4;3;4;3;4;5;3;3;4;5;4;3;4
127;1;1;4;4;3;3;2;2;3;3;3;4;4;5;4;2;3;2;2;2;4;2;5;3;2;2;2;3;3;3;3;3;3;2;2;2;3;5;4;4;3;4;3;4;5;3;3;4;5;4;3;4
128;2;1;4;4;5;5;2;3;5;3;5;4;4;4;5;2;3;4;3;4;3;5;3;5;2;5;4;3;5;3;4;5;3;5;5;4;3;3;4;3;3;4;5;5;4;2;3;2;4;5;2;4
129;1;2;3;3;3;4;5;5;3;5;3;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;3;3;4;4;4;4;4;4;3;4;4;4;4;4;4;3;3;3;4;3;2;4
130;2;1;4;5;4;4;3;4;5;5;4;4;5;5;4;3;4;3;4;4;5;3;5;3;4;4;3;2;4;4;3;3;4;5;4;4;4;4;4;5;4;4;4;5;4;4;3;2;5;4;4;4
131;1;1;4;4;2;4;4;4;4;4;4;5;4;5;3;4;3;4;2;2;4;3;5;4;2;3;3;4;4;4;4;4;4;4;4;4;4;5;5;4;4;5;5;5;5;5;4;2;4;2;3;4
132;2;1;4;3;4;5;3;4;5;5;4;3;3;4;5;3;3;3;3;4;3;3;5;4;4;3;3;4;4;4;4;3;4;3;3;3;3;5;5;3;5;4;4;5;4;4;3;3;5;4;4;3
133;2;2;5;3;5;3;3;3;3;3;5;5;5;4;4;4;4;3;5;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;2;4;4;4;4
134;1;1;4;4;3;3;3;4;5;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4
135;1;2;4;4;2;4;5;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
136;2;1;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;3;3;5;4;4;4;4;3;3;4;3;3;3;3;3;4;4;3;4;5;5;5;3;3;4;4;5;4;4;3;3;4;2;5
137;2;2;4;4;5;5;4;5;3;4;5;4;3;4;3;1;5;4;5;3;4;2;3;4;3;5;4;5;4;4;4;2;3;5;5;5;5;5;5;4;4;3;3;5;3;5;5;5;3;5;4;5
138;1;1;3;4;3;3;4;4;3;4;4;4;4;4;3;3;2;3;3;3;4;4;4;4;3;2;2;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;4
139;3;1;4;4;4;4;3;3;4;4;4;3;4;4;3;3;3;3;3;3;3;3;5;3;3;3;3;3;4;4;4;4;4;4;4;4;4;5;4;4;4;4;3;4;4;4;4;5;4;3;3;4
140;2;2;4;5;3;4;3;4;4;2;3;2;3;4;4;2;5;3;2;5;4;3;5;4;4;3;1;3;1;5;3;5;3;4;5;2;3;1;5;2;5;1;5;1;4;1;3;4;1;1;1;5
141;1;1;4;4;3;5;5;5;3;3;2;4;3;4;2;3;3;3;4;2;4;5;4;4;3;2;3;3;3;5;3;2;2;3;3;3;3;4;5;3;5;3;3;3;4;3;1;3;4;3;4;4
142;1;2;4;4;3;4;4;4;3;4;4;2;3;5;4;4;3;4;4;3;2;3;5;3;3;3;3;4;4;3;4;3;3;3;3;3;4;4;4;4;3;4;4;4;4;4;5;3;4;4;4;4
143;1;2;3;3;4;4;4;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3
144;2;2;5;4;4;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;3;4;4;4;3;3;3;4;4;4;4;3;3;3;3;3;3;2;4;3;4;5
145;2;1;4;4;3;3;3;3;3;3;4;4;2;4;4;3;2;2;2;3;3;3;4;2;2;2;2;2;2;2;3;2;2;3;3;3;4;5;4;4;4;3;2;4;5;5;3;2;4;4;3;3
146;2;1;5;5;5;3;3;3;3;3;3;2;3;4;3;4;3;3;3;3;3;3;5;5;3;3;3;3;3;3;3;5;4;3;3;3;4;4;4;3;3;4;4;4;5;4;5;4;4;5;3;4
147;1;2;4;5;5;4;4;5;4;4;5;4;4;5;5;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5
148;2;2;4;5;5;5;4;4;4;3;4;4;4;5;3;3;3;3;3;3;3;3;5;5;3;4;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;5;5;3;3;1;3;3;3;3
149;1;2;4;5;4;4;3;3;2;4;3;4;3;4;4;3;5;3;4;4;5;5;4;3;4;3;3;4;4;4;5;4;3;4;4;4;5;3;3;4;5;3;5;4;4;5;3;3;4;4;4;3
150;1;2;4;4;3;4;5;5;4;4;3;4;5;4;3;5;3;3;5;4;3;4;5;3;5;3;4;5;4;4;3;4;5;4;3;3;4;3;3;2;3;4;4;4;5;4;3;4;5;4;3;3
151;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
152;1;2;4;4;4;4;2;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;3;4;2;4;4;4;4;4;3;3;2;2;2;3;4;4;4;4;4;1;4;2;2;4;4;4;4;4;4
153;2;2;5;4;5;5;4;4;4;4;4;4;5;5;4;4;4;5;4;4;5;4;5;4;4;5;4;4;5;4;4;5;5;4;5;5;4;5;5;5;5;4;4;4;4;4;5;4;5;4;4;4
154;2;1;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
155;2;2;4;4;4;4;4;4;4;3;4;4;3;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2
156;2;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
157;1;1;4;4;4;4;4;4;3;3;4;3;4;4;4;3;4;3;4;2;4;3;4;4;3;4;2;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4
158;2;1;4;4;4;4;3;5;2;4;4;4;3;4;4;5;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;3;4
159;1;1;4;4;4;4;4;4;4;5;4;4;4;4;3;4;3;3;3;5;5;4;5;5;3;4;4;4;4;4;4;4;3;4;5;5;5;5;5;4;4;4;5;4;4;4;4;4;3;3;4;3
160;1;1;4;4;3;4;3;4;4;4;4;4;3;4;4;3;3;4;4;3;4;3;4;4;3;3;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;4;3;3;4;3;3;4;4
161;1;2;3;4;4;4;3;5;3;3;3;5;4;5;4;2;3;3;3;2;3;3;5;3;3;3;2;4;4;3;3;3;4;4;3;4;4;5;3;3;3;4;4;4;3;4;4;4;3;3;4;4
162;2;2;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;4;4;4;4;4;4;4;4;4;5;4;5;4;4;5;5;5;4;4;4;4;4;3;4;4;4;3;4;4;3;5;5
163;2;2;4;4;5;3;4;4;3;3;4;4;4;3;4;4;4;3;4;4;4;2;3;4;2;4;2;2;2;2;2;2;4;4;4;4;3;4;4;4;3;3;4;3;3;3;4;4;4;4;4;4
164;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
165;1;2;4;4;3;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;5;5;3;3;3;3;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4
166;3;1;5;4;4;5;5;5;5;5;5;5;5;5;5;5;3;4;3;5;5;5;5;4;5;5;3;2;5;5;5;4;4;5;4;3;5;5;5;4;5;4;3;5;5;4;5;5;5;3;5;4
167;1;1;4;5;3;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;3;4;4;4;3;3;3;3;3;4;4;4;4;3;3;4;4;5;5;4;5;4;5;4;3;4;4;4;4;2;4;5
168;1;2;5;4;5;5;4;4;4;3;4;4;5;4;4;5;2;3;4;4;2;4;4;5;3;3;3;5;4;4;4;5;4;2;2;2;3;5;4;4;4;4;5;4;2;5;5;5;5;3;3;4
169;2;2;5;4;3;2;5;4;3;2;5;4;3;2;5;4;3;2;5;4;3;2;5;4;3;2;5;4;3;2;5;4;2;5;4;3;2;5;4;3;2;5;4;3;2;5;4;3;2;5;4;2
170;1;2;5;5;4;3;3;3;5;3;5;5;4;3;3;3;3;5;3;3;2;3;3;3;5;3;3;3;3;5;5;5;3;3;2;2;4;2;2;2;3;3;3;5;5;2;4;1;3;3;4;4
171;1;2;4;4;4;4;4;5;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;2;2;2;4;4;3;4;4;3;3;4;4;3;4;4;4;4;3;4;4;4;4;2;4;4;3;2;4
172;2;2;5;5;5;5;5;5;5;5;4;5;5;5;5;5;3;3;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;5;5;5;4;3;4;4;5;5;5;5;5;5;5;5;5;5
173;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;4;4;4;4
174;2;2;5;4;4;4;4;4;4;3;4;3;4;5;4;4;3;4;4;4;3;4;4;4;3;3;3;4;4;4;3;4;4;3;4;4;4;4;4;3;4;4;3;4;4;4;4;3;4;3;3;4
175;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;4;4;4;5;5;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;3;5;5;3;5
176;2;2;4;4;4;5;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;3;3;3;3;2;3;3;3;3;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;3;4
177;2;2;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;4;5;5;4;5;5;4;4;5;4;5;4;5;5;4;4;5;4
178;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
179;2;2;3;5;4;5;5;5;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;5;3;3;3;3;1;3;3;3
180;2;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
181;2;1;5;5;4;4;3;4;4;3;3;4;3;3;3;3;3;3;3;3;3;3;5;5;5;3;3;3;4;4;3;4;3;3;3;5;4;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3
182;2;1;3;3;4;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
183;2;1;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3
184;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
185;3;1;5;5;4;5;4;4;4;3;5;5;5;4;4;3;3;3;3;4;4;4;5;5;2;2;2;4;5;5;5;3;2;4;4;4;3;5;5;5;4;4;5;4;4;4;4;4;5;4;3;3
186;3;2;4;5;5;5;5;4;4;4;5;5;5;5;5;5;3;4;4;4;5;4;5;4;5;4;4;5;5;5;5;5;5;3;3;4;4;5;4;5;5;5;5;5;5;5;5;5;5;5;4;5
187;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;2;5;5;5;5;5;5;2;5;5;5;5;2;1;4;5;2;4;5;5;3;5;5;5;5;5;5;5;4;5;3;4;3
188;3;1;3;3;4;4;3;3;3;3;3;3;4;3;3;4;3;3;3;2;3;3;4;3;3;2;2;4;3;3;3;4;3;3;3;3;3;4;3;3;3;3;4;4;3;3;3;3;4;4;3;3
189;3;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;4;5;3;5;4
190;3;1;3;3;4;3;4;4;3;3;3;3;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;4;4;4;4;4;3;4;4;4;3;3;3;3;3;3;3;4;4;4;3;3;4;3;3;3
191;3;1;5;5;5;5;4;4;5;4;5;5;5;5;4;3;3;3;3;3;4;4;5;5;3;3;3;3;4;5;3;3;3;3;3;3;4;5;5;4;4;4;5;4;4;3;3;3;4;3;3;5
192;3;1;5;5;5;5;5;5;5;5;5;5;5;4;5;5;3;5;4;5;5;5;5;5;4;3;3;4;5;5;4;5;5;5;5;4;5;5;4;4;4;5;4;4;5;4;5;5;5;4;4;5
193;3;1;4;5;5;5;4;4;3;3;4;4;5;5;5;4;3;3;3;3;3;3;5;4;3;3;3;4;3;3;3;3;3;4;3;3;4;5;5;4;4;4;5;5;5;5;3;3;5;4;4;4
194;2;2;4;5;4;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;4;3;3;4;4;3;4;4;3;3;3;3;4;3;3;3;3;3;3;4;4;3;3;4;4;4;3;3;4;4;3;3
195;2;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
196;2;1;5;5;5;5;4;4;4;4;4;4;5;5;5;5;3;4;3;4;3;5;5;5;3;3;3;4;4;5;4;3;4;4;4;3;5;4;4;4;3;4;4;4;3;4;3;4;5;3;3;5
197;2;1;3;5;4;4;4;5;4;3;3;4;5;4;4;3;4;4;3;5;4;4;5;3;3;5;5;5;4;5;4;3;3;4;5;4;3;5;5;5;5;4;4;5;5;5;4;5;5;4;5;5
198;2;2;5;5;5;5;4;5;5;5;5;4;5;5;3;4;4;4;4;2;5;5;5;4;3;5;5;5;5;5;5;5;4;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5
199;2;2;3;3;4;4;3;3;3;3;3;3;2;2;3;3;2;2;3;3;1;2;3;3;2;2;2;3;3;3;3;3;4;2;2;2;3;3;3;3;3;3;5;5;3;4;3;3;4;4;3;5
200;2;2;3;3;3;3;4;4;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3
201;2;1;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;5
202;2;2;4;4;4;4;3;3;4;3;3;3;4;3;3;4;2;2;3;3;1;2;3;3;3;2;2;4;4;4;3;3;2;2;2;2;3;3;3;3;3;4;4;4;3;4;3;4;4;4;3;2
203;2;2;5;5;5;5;4;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;2;4;5
204;2;1;4;4;4;5;4;4;4;4;5;5;5;4;5;3;3;3;3;3;4;4;5;4;3;2;2;4;3;4;3;4;3;3;2;2;4;5;5;4;4;4;5;5;4;4;4;5;5;4;4;5
205;2;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
206;2;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
207;2;1;4;5;5;5;4;5;5;4;5;5;5;5;4;5;3;3;3;3;3;4;5;5;3;3;3;4;4;4;4;3;3;3;4;4;3;3;4;3;3;3;4;4;4;3;4;3;5;3;3;5
208;2;1;3;4;3;4;4;4;5;3;4;3;5;3;4;3;4;3;3;3;3;3;4;5;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
209;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
210;2;2;5;5;4;4;3;5;5;5;5;5;5;5;3;3;3;3;3;3;3;4;5;5;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3
211;2;1;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;3;3;3;3;3;3;4;4;4;4;4;4;2;2;1;2;4;3;5;4;5;4;3;5;4;5;4;3;3;3;3;3;3;3
212;2;2;4;4;3;2;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
213;2;1;4;3;4;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3
214;2;1;4;4;3;4;3;5;4;3;4;4;4;5;4;4;3;4;3;2;3;4;5;4;4;3;3;5;4;4;4;3;4;3;3;3;4;4;5;4;4;4;5;4;5;4;4;5;5;3;3;4
215;2;2;5;5;5;5;5;5;5;3;4;4;4;5;5;5;4;4;3;4;4;4;5;5;5;4;4;4;4;4;4;4;5;5;5;5;4;4;4;5;4;4;5;4;5;5;5;4;4;4;4;4
216;2;2;4;4;4;4;3;5;3;3;4;4;4;5;3;4;3;4;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;3;5;4;4
217;2;1;5;5;4;5;4;4;5;5;5;5;5;5;4;4;3;3;4;4;4;4;5;4;3;4;4;3;3;3;3;3;3;4;4;4;5;5;5;5;4;4;5;4;4;4;4;5;5;3;3;4
218;2;1;5;5;5;5;5;4;5;4;5;5;5;5;4;4;4;4;4;4;4;4;5;5;4;4;3;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;3;4;4;4;4;4
219;3;2;4;3;4;4;3;4;4;3;4;4;4;4;4;3;3;3;3;3;2;3;4;4;2;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;4;4;3;4;4;5;5;3;3;3
220;3;2;4;4;4;4;4;4;4;4;4;4;5;4;3;4;3;4;4;4;3;4;4;4;4;3;3;3;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4
221;3;1;3;4;5;5;3;5;5;4;4;4;5;5;4;4;3;4;3;4;4;4;5;4;4;4;3;3;3;4;4;3;3;4;4;4;4;5;4;4;4;4;4;4;5;5;5;4;4;4;3;4
222;3;2;5;5;5;5;3;5;5;3;5;5;5;5;3;3;3;3;5;5;5;5;5;5;3;3;3;3;5;5;5;3;3;5;3;3;5;3;5;5;5;3;5;3;5;3;5;5;5;5;5;5
223;3;2;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
224;3;1;5;5;3;5;5;5;5;3;5;5;5;3;5;3;3;3;3;3;3;3;5;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
225;3;2;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
226;3;2;3;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
227;3;2;5;4;4;4;4;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
228;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
229;3;1;4;4;3;4;4;4;4;3;4;4;4;4;4;4;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
230;3;1;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
231;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
232;3;1;3;4;4;5;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3
233;3;2;3;4;4;4;4;4;3;3;3;4;4;3;3;3;3;4;3;4;3;3;3;4;3;3;3;4;4;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;4;3;3;4
234;3;1;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;4
235;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
236;3;2;3;2;4;4;3;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3
237;3;1;4;5;4;5;4;4;3;3;3;5;3;5;3;4;3;3;3;3;3;4;5;4;3;3;3;5;5;5;4;3;3;3;3;3;5;5;5;4;4;5;5;5;5;5;3;5;3;3;3;5
238;3;1;4;4;4;4;4;4;4;3;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;3;3;4
239;3;2;3;4;3;4;5;5;4;4;3;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;5;1;3;3;4;3;5;4;4;4;5;4;5;3;5;4;5;3;5;5
240;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
