Urbanization_level,Age,Self_efficacy,Inservice_training,Digital_activity,Gender,Information_skills,Teacher_type
2,55,0.6,0.4,0.3,1,0.941666666666667,0
3,33,1,1,0.475,1,0.943055555555556,0
3,45, , ,0.6,0,0.944444444444444,0
3,45, , ,0.5,0,0.955555555555555,0
3,52, , ,0.525,0,0.956944444444444,0
2,53,1,0.8,0.375,0,0.958333333333333,0
2,47,0,0,0.4,0,0.963888888888889,0
3,43,1,0,0.375,0,0.965277777777778,0
3,41,0.2,0,0.225,0,0.970833333333333,0
2,57, , ,0.5,1,0.975,0
3,34,0.6,0.4,0.5,0,0.977777777777778,0
3,47,0,0,0.5,0,0.979166666666667,0
1,41,1,0.6,0.45,0,0.979166666666667,0
3,56,0.8,0,0.45,0,0.979166666666667,0
3,61, , ,0.525,0,0.983333333333333,0
2,46,0.4,0,0.525,0,0.983333333333333,0
3,47,0.4,0,0.425,0,0.986111111111111,0
3,54, , ,0.3,1,0.986111111111111,0
2,57,0.2,0,0.325,0,0.993055555555556,0
1,45, , ,0.7,0,1,0
3,52, , ,0.575,0,1,0
3,52, , ,0.625,0,1,0
3,53,0,0,0.55,0,1.00694444444444,0
3,52,0.6,0.6,0.425,0,1.00694444444444,0
2,54, , ,0.375,1,1.0125,0
1,48,0.2,0.2,0.375,1,1.01388888888889,0
3,55, , ,0.3,0,1.02083333333333,0
3,61,0,0,0.45,1,1.02083333333333,0
2,53, , ,0.375,0,1.025,0
3,51,0,0,0.35,0,1.02638888888889,0
1,37,0.4,0.8,0.5,0,1.02638888888889,0
2,53, , ,0.425,0,1.02638888888889,0
1,57, , ,0.425,0,1.02777777777778,0
3,40, , ,0.425,0,1.02777777777778,0
3,59,0,0,0.425,0,1.03194444444444,0
3,45,0,0,0.625,0,1.03333333333333,0
3,45, , ,0.575,0,1.03472222222222,0
3,48,0.2,0.4,0.425,0,1.03888888888889,0
1,47, , ,0.325,0,1.04166666666667,0
2,40,0,0,0.5,0,1.04166666666667,0
3,51, , ,0.65,0,1.04166666666667,0
3,60, ,0.2,0.325,1,1.04166666666667,0
1,61,0.4,0.4,0.35,0,1.04722222222222,0
3,45,1,0.8,0.475,0,1.04722222222222,0
3,56,0,0,0.275,0,1.04861111111111,0
3,42, , ,0.4,0,1.04861111111111,0
3,56,0.4,0.4,0.4,0,1.05555555555556,0
3,41, , ,0.35,0,1.05555555555556,0
2,32, , ,0.6,1,1.05833333333333,0
3,41, , ,0.55,1,1.06111111111111,0
3,53, , ,0.4,0,1.0625,0
3,37, , ,0.5,0,1.0625,0
2,38,0,0,0.4,0,1.06944444444444,0
2,42,0.2,0,0.525,0,1.06944444444444,0
3,45,0.6,0,0.475,0,1.06944444444444,0
1,50,0.6,0.2,0.35,0,1.075,0
3,58, , ,0.525,1,1.07638888888889,0
2,53, , ,0.475,0,1.08194444444444,0
1,26, , ,0.575,0,1.08333333333333,0
2,51,0,0,0.55,0,1.08333333333333,0
2,42, , ,0.525,0,1.08333333333333,0
3,41,0,0,0.35,0,1.08888888888889,0
3,50, , ,0.425,0,1.09027777777778,0
3,38, , ,0.6,0,1.09027777777778,0
1,60, , ,0.5,0,1.09027777777778,0
2,58, , ,0.4,0,1.09027777777778,0
3,58,0.6,0,0.45,0,1.09027777777778,0
3,50, , ,0.7,0,1.09444444444444,0
3,28, , ,0.4,0,1.09722222222222,0
3,52, , ,0.275,0,1.09722222222222,0
2,54, , ,0.325,0,1.09722222222222,0
1,55,0.4,0.4,0.375,0,1.09722222222222,0
2,62,0,0,0.45,0,1.09722222222222,0
3,43,1,0.6,0.65,1,1.10138888888889,0
3,48, , ,0.325,0,1.10277777777778,0
1,28, , ,0.5,0,1.10416666666667,0
3,44,0.2,0.2,0.6,0,1.10416666666667,0
3,46, , ,0.45,0,1.11111111111111,0
3,45,0.4,0.6,0.5,0,1.11111111111111,0
2,61, , ,0.575,0,1.11805555555556,0
3,52, , ,0.375,1,1.11805555555556,0
3,55,0.8,0.8,0.475,0,1.12222222222222,0
2,55, , ,0.525,1,1.12222222222222,0
3,52, , ,0.525,0,1.12361111111111,0
3,55, , ,0.5,0,1.125,0
3,43, , ,0.475,0,1.125,0
3,55,0.8,0.6,0.425,0,1.125,0
2,51,0,0,0.4,0,1.125,0
3,56, , ,0.475,0,1.13055555555556,0
3,47,1,1,0.45,1,1.13055555555556,0
3,50,1,0,0.525,0,1.13194444444444,0
3,39,0.2,0.2,0.4,0,1.13194444444444,0
2,49, , ,0.575,0,1.13194444444444,0
2,55,0.6,0,0.425,0,1.13194444444444,0
2,40, , ,0.4,1,1.1375,0
3,47,0.4,0,0.55,0,1.13888888888889,0
2,52,0,0,0.35,0,1.13888888888889,0
2,55,0.2,0.2,0.45,1,1.13888888888889,0
3,50,0.2,0,0.425,0,1.13888888888889,0
3,53,0,0,0.55,0,1.13888888888889,0
2,52,0.6,0.6,0.525,0,1.13888888888889,0
2,61, , ,0.425,0,1.14444444444444,0
3,60, , ,0.475,1,1.14444444444444,0
3,43,0,0,0.45,0,1.14583333333333,0
3,38,0.2,0,0.475,0,1.14583333333333,0
3,49,0.2,0,0.45,1,1.15833333333333,0
3,53, , ,0.4,0,1.15972222222222,0
3,56, , ,0.5,0,1.16666666666667,0
3,45, , ,0.5,0,1.16666666666667,0
3,53, , ,0.525,0,1.16666666666667,0
3,46, , ,0.55,1,1.16666666666667,0
1,53,0.2,0.4,0.45,0,1.16666666666667,0
3,53, , ,0.325,0,1.16666666666667,0
2,43, , ,0.575,0,1.16666666666667,0
2,43, , ,0.325,0,1.17222222222222,0
3,43, , ,0.525,0,1.17361111111111,0
3,37, , ,0.575,0,1.17361111111111,0
3,62,1,0,0.3,0,1.17638888888889,0
3,60,0.6,0.8,0.325,0,1.17638888888889,0
1,43,0,0,0.6,0,1.18055555555556,0
3,46, , ,0.3,0,1.18055555555556,0
3,56, , ,0.475,0,1.18055555555556,0
3,44,0,0,0.55,0,1.18055555555556,0
1,53, , ,0.425,0,1.1875,0
3,44, , ,0.45,0,1.19444444444444,0
3,45,0,0,0.4,0,1.19444444444444,0
3,42,0.4,0.2,0.475,0,1.19444444444444,0
3,44,0.6,0.6,0.475,0,1.19444444444444,0
3,49,1,1,0.375,0,1.19444444444444,0
3,61,1,1,0.35,1,1.19444444444444,0
2,54,0.8,0,0.55,1,1.19444444444444,0
1,61, , ,0.475,1,1.2,0
2,60, , ,0.6,1,1.20694444444444,0
3,44,0.2,0,0.55,0,1.20694444444444,0
2,26,1,0.8,0.6,0,1.20833333333333,0
3,52, , ,0.625,0,1.20833333333333,0
3,55,1,0.4,0.575,0,1.20833333333333,0
3,49,0.8,0.8,0.325,0,1.21527777777778,0
3,58, , ,0.45,1,1.21527777777778,0
2,38, , ,0.375,0,1.22222222222222,0
2,48, , ,0.525,0,1.22222222222222,0
3,49,1,0.2,0.5,0,1.22222222222222,0
2,34,1,0.2,0.45,0,1.22222222222222,0
3,43, , ,0.45,0,1.22222222222222,0
3,52,1,1,0.5,0,1.22222222222222,0
3,63,0,0,0.35,0,1.22638888888889,0
2,49,0,0,0.5,0,1.22916666666667,0
1,28, , ,0.45,0,1.22916666666667,0
3,53, , ,0.3,1,1.23333333333333,0
3,57, , ,0.525,0,1.23472222222222,0
2,27, , ,0.425,0,1.23611111111111,0
3,52, , ,0.4,1,1.23611111111111,0
2,48, , ,0.45,0,1.24166666666667,0
1,37,1,0.8,0.35,0,1.24305555555556,0
3,45,0,0,0.425,0,1.24305555555556,0
2,42,0.4,0,0.475,0,1.24861111111111,0
2,47,0,0,0.25,0,1.24861111111111,0
3,38, , ,0.4,0,1.25,0
3,55,0,0,0.65,0,1.25,0
3,38, , ,0.625,0,1.25,0
1,39, , ,0.525,0,1.25,0
1,56, , ,0.425,0,1.25,0
2,43, , ,0.35,0,1.25,0
1,29,0.2,0,0.325,0,1.25,0
1,52, , ,0.625,0,1.25555555555556,0
3,34, , ,0.5,0,1.25555555555556,0
1,52,0.6,0.6,0.375,0,1.25555555555556,0
3,45,0,0,0.375,0,1.25694444444444,0
3,40,1,1,0.525,1,1.25694444444444,0
3,50,0.6,0.2,0.4,0,1.26388888888889,0
3,65, , ,0.625,0,1.26388888888889,0
3,48,0.8,0,0.625,0,1.26388888888889,0
3,37,0.4,0,0.45,0,1.26388888888889,0
2,41, , ,0.6,1,1.26388888888889,0
3,35,0.6,0.6,0.525,0,1.26805555555556,0
2,38, , ,0.475,0,1.27083333333333,0
3,44, , ,0.275,0,1.27083333333333,0
3,52,0.2,0,0.425,0,1.27083333333333,0
3,42,1,0,0.5,0,1.27083333333333,0
2,56,0,0,0.6,0,1.275,0
2,45, , ,0.475,0,1.27777777777778,0
3,42, , ,0.325,0,1.27777777777778,0
3,48, , ,0.3,1,1.27777777777778,0
3,49,0.4,0,0.525,0,1.27777777777778,0
3,27,0.8,0.2,0.45,0,1.27777777777778,0
3,30, , ,0.475,0,1.27777777777778,0
2,41, , ,0.275,0,1.27777777777778,0
1,41,0.6,0.4,0.475,0,1.28472222222222,0
2,44,1,1,0.725,1,1.28888888888889,0
2,54, , ,0.3,0,1.29027777777778,0
3,61,0.6,0.4,0.45,0,1.29166666666667,0
3,33,0.8,0.2,0.5,0,1.29166666666667,0
2,48,0.4,0.2,0.6,0,1.29166666666667,0
3,37,0.6,0.6,0.45,1,1.29166666666667,0
1,38,1,1,0.75,1,1.29722222222222,0
3,42,0.4,0.4,0.35,0,1.29722222222222,0
3,40,1,0.8,0.425,0,1.29861111111111,0
3,47,0.6,0,0.325,1,1.29861111111111,0
2,47,0,0,0.4,0,1.29861111111111,0
2,36,0.4,0.4,0.425,1,1.29861111111111,0
3,52,0.4,0,0.525,1,1.30416666666667,0
3,61,0.2,0,0.3,0,1.30555555555556,0
3,47, , ,0.45,0,1.30555555555556,0
1,48,1,1,0.425,0,1.30555555555556,0
2,57, , ,0.475,0,1.30555555555556,0
1,48,0.8,1,0.45,0,1.30555555555556,0
3,53,0.6,0,0.5,0,1.30555555555556,0
3,53,0.2,0,0.4,0,1.30555555555556,0
3,44,0.6,0.6,0.575,0,1.30555555555556,0
3,38,1,0.2,0.375,0,1.30555555555556,0
3,39, , ,0.45,1,1.30555555555556,0
3,35,0.8,0.2,0.5,1,1.30555555555556,0
1,50,0.2,0,0.425,0,1.31111111111111,0
3,44, , ,0.5,0,1.3125,0
2,28, , ,0.575,0,1.3125,0
3,42,0.6,0.4,0.475,0,1.3125,0
3,44, , ,0.425,0,1.3125,0
1,52, , ,0.425,1,1.3125,0
2,43,1,0.6,0.375,0,1.31805555555556,0
3,50,0.4,0,0.575,0,1.31944444444444,0
3,59, , ,0.325,1,1.31944444444444,0
3,41, , ,0.45,0,1.31944444444444,0
2,36,0.2,0.2,0.475,0,1.31944444444444,0
3,47,1,1,0.5,1,1.31944444444444,0
1,48,0.6,0,0.425,0,1.31944444444444,0
2,55,1,1,0.375,1,1.31944444444444,0
3,41,0.6,0.6,0.525,0,1.32361111111111,0
3,51, , ,0.5,0,1.32638888888889,0
1,31,0.6,0.6,0.375,0,1.32638888888889,0
3,44,1,1,0.425,0,1.32638888888889,0
1,38, , ,0.375,0,1.32638888888889,0
3,38,1,0,0.475,0,1.32638888888889,0
3,39, , ,0.625,0,1.32638888888889,0
3,58,0.6,0,0.65,0,1.32916666666667,0
3,35, , ,0.4,1,1.33333333333333,0
3,49,0,0,0.525,0,1.33333333333333,0
2,53,0,0,0.575,0,1.33333333333333,0
3,42,0.8,0.2,0.325,0,1.33333333333333,0
3,54,1,0.2,0.65,1,1.33333333333333,0
3,57,0,0,0.525,1,1.33333333333333,0
3,40, , ,0.475,0,1.33333333333333,0
3,51,0.4,0,0.475,0,1.33888888888889,0
3,46, , ,0.525,1,1.33888888888889,0
3,59,1,0,0.375,0,1.34027777777778,0
3,51,0.4,0,0.475,0,1.34027777777778,0
3,44,0.2,0.2,0.275,0,1.34027777777778,0
3,35,0.6,0.4,0.525,0,1.34027777777778,0
3,35,1,1,0.725,0,1.34027777777778,0
3,58, , ,0.4,0,1.34027777777778,0
3,40, , ,0.55,1,1.34027777777778,0
2,37,0.2,0,0.525,0,1.34583333333333,0
3,41, , ,0.4,0,1.34722222222222,0
2,37, , ,0.525,0,1.34722222222222,0
3,43,0.6,0.2,0.5,0,1.34722222222222,0
3,36,0.8,0.2,0.65,0,1.34722222222222,0
3,35,0.4,0,0.5,0,1.34722222222222,0
1,63,0.4,0.2,0.4,1,1.34722222222222,0
1,42,0.8,0.4,0.5,0,1.34722222222222,0
3,48, , ,0.375,0,1.35277777777778,0
1,44,0.2,0.4,0.45,0,1.36111111111111,0
3,59, ,0.8,0.375,0,1.36111111111111,0
3,43,0,0.2,0.4,0,1.36666666666667,0
3,60,1,0.8,0.375,0,1.36666666666667,0
3,45, , ,0.425,0,1.36805555555556,0
3,36,0.2,0,0.45,0,1.37222222222222,0
3,31,1,0,0.425,0,1.375,0
1,55,0,0,0.525,0,1.375,0
2,43, , ,0.525,0,1.375,0
3,50, , ,0.35,0,1.375,0
2,43, , ,0.525,0,1.375,0
3,47,0.2,0,0.475,0,1.375,0
2,60,0.8,0,0.425,1,1.38055555555556,0
2,38,0.2,0.2,0.5,0,1.38055555555556,0
2,47,0.4,0.4,0.5,0,1.38055555555556,0
3,47,1,1,0.45,1,1.38194444444444,0
3,33,0.8,0,0.525,0,1.38194444444444,0
3,42,0.8,0,0.45,1,1.38888888888889,0
2,47,0.8, ,0.225,0,1.38888888888889,0
3,38, , ,0.425,0,1.38888888888889,0
2,35, , ,0.65,0,1.38888888888889,0
2,42, , ,0.475,1,1.38888888888889,0
1,55, , ,0.375,1,1.38888888888889,0
2,50, , ,0.45,0,1.38888888888889,0
3,54,0,0,0.6,0,1.38888888888889,0
3,38,0.6,0.4,0.425,0,1.38888888888889,0
3,31, , ,0.6,0,1.38888888888889,0
3,38,0.6,0.4,0.6,1,1.38888888888889,0
2,41,0.6,0.2,0.425,0,1.38888888888889,0
2,53,0.4,0,0.525,0,1.39305555555556,0
1,35,0.2,0,0.475,0,1.39444444444444,0
3,60, , ,0.45,0,1.39583333333333,0
3,61,0.6,0.2,0.375,1,1.39583333333333,0
2,58, , ,0.425,0,1.40277777777778,0
3,42,0.6,0.6,0.35,0,1.40277777777778,0
1,35, , ,0.425,0,1.40277777777778,0
3,50, ,0.2,0.55,0,1.40694444444444,0
3,42,0.6,0.2,0.55,0,1.40694444444444,0
3,51,0,0,0.375,0,1.40833333333333,0
3,40, , ,0.575,0,1.40972222222222,0
3,39,0.8,0.2,0.55,0,1.40972222222222,0
2,50, , ,0.7,0,1.40972222222222,0
2,37,0.6,0.6,0.475,0,1.41527777777778,0
3,42, , ,0.65,1,1.41527777777778,0
3,47,0,0.2,0.5,0,1.41666666666667,0
2,33, , ,0.575,0,1.41666666666667,0
3,55, , ,0.225,1,1.41666666666667,0
3,53,0.4, ,0.525,0,1.41666666666667,0
3,57,0.6,0,0.575,1,1.41666666666667,0
2,35, , ,0.6,1,1.41666666666667,0
3,33,1,0.8,0.525,0,1.41666666666667,0
3,28,1,1,0.575,0,1.41666666666667,0
3,37, , ,0.55,0,1.41805555555556,0
3,54, , ,0.675,0,1.42361111111111,0
2,36,0.8,0,0.475,1,1.42361111111111,0
2,50,1,1,0.575,1,1.42361111111111,0
3,55, , ,0.25,0,1.43055555555556,0
3,37, , ,0.425,0,1.43611111111111,0
1,32, , ,0.475,0,1.43611111111111,0
3,41,0.6,0,0.475,0,1.43611111111111,0
1,37,1,1,0.35,0,1.4375,0
3,31,0.2,0,0.425,0,1.4375,0
3,46,0.4,0.4,0.4,0,1.4375,0
3,43, , ,0.625,0,1.4375,0
3,35, , ,0.675,0,1.44444444444444,0
3,30,1,0.8,0.625,0,1.44444444444444,0
3,41, , ,0.625,0,1.44444444444444,0
3,48,0.8,0.2,0.375,0,1.44444444444444,0
3,56,0,0,0.375,1,1.44444444444444,0
2,37,1,0.8,0.75,1,1.44444444444444,0
2,57, , ,0.375,0,1.45,0
3,49,0.6,0.6,0.325,0,1.45,0
3,52,0,0.2,0.375,0,1.45138888888889,0
3,45,0.6,0.2,0.625,0,1.45138888888889,0
3,53,0.4,0.4,0.375,0,1.45833333333333,0
2,32, , ,0.475,0,1.46527777777778,0
3,55, , ,0.65,0,1.46527777777778,0
3,51,0.6,0,0.5,0,1.46527777777778,0
3,58,0,0,0.375,0,1.46527777777778,0
2,42, , ,0.625,0,1.46527777777778,0
1,50, , ,0.575,0,1.47222222222222,0
3,35,1,0.6,0.475,0,1.47222222222222,0
3,48, , ,0.425,0,1.47777777777778,0
2,47, , ,0.425,1,1.47777777777778,0
3,42,0.4,0,0.525,0,1.48611111111111,0
3,50,0.8,0.2,0.25,0,1.48611111111111,0
1,32, , ,0.45,0,1.48611111111111,0
2,34, , ,0.5,0,1.48611111111111,0
3,53, , ,0.475,1,1.48611111111111,0
1,56,0.2,0,0.325,0,1.49305555555556,0
3,41,1,1,0.5,0,1.49305555555556,0
3,35,0.4,0.6,0.35,0,1.49861111111111,0
3,48,1,0,0.65,1,1.49861111111111,0
3,43,1,0,0.575,0,1.5,0
2,30,0.6,0.4,0.45,0,1.5,0
3,38,0.8,0,0.525,0,1.5,0
3,57,1,1,0.5,1,1.5,0
1,34, , ,0.575,0,1.5,0
2,48, , ,0.65,1,1.5,0
1,61, , ,0.45,0,1.50416666666667,0
1,40, , ,0.625,0,1.50555555555556,0
3,42,0,0,0.55,0,1.50694444444444,0
2,30,0.4,0,0.425,0,1.51111111111111,0
1,41, , ,0.475,0,1.51388888888889,0
2,42,0.4,0,0.525,0,1.51388888888889,0
1,31,0.4,0,0.55,0,1.51388888888889,0
3,29,1,1,0.425,0,1.51388888888889,0
2,44,0,0.2,0.45,0,1.51388888888889,0
2,53,1,0.8,0.575,0,1.51388888888889,0
3,57, , ,0.375,1,1.51944444444444,0
3,30, , ,0.6,1,1.51944444444444,0
2,60,1,1,0.5,0,1.52083333333333,0
3,40,1,1,0.475,0,1.52083333333333,0
3,42,1,1,0.675,1,1.52777777777778,0
3,50,1,0,0.275,0,1.52777777777778,0
2,40,0.6,0,0.425,0,1.52777777777778,0
3,59,1,1,0.475,1,1.52777777777778,0
2,47,1,1,0.45,1,1.53333333333333,0
3,30, , ,0.5,0,1.54166666666667,0
3,52, , ,0.6,1,1.54166666666667,0
3,28,1,0.8,0.6,1,1.54722222222222,0
3,61,0,0,0.45,0,1.54861111111111,0
2,57, , ,0.4,1,1.55555555555556,0
3,35,1,1,0.575,0,1.55555555555556,0
1,51,1,0.4,0.45,0,1.55555555555556,0
1,37,0.8,0,0.5,0,1.55555555555556,0
3,57,1,0,0.55,0,1.55555555555556,0
3,38, , ,0.475,0,1.55555555555556,0
3,49,0.8,0.6,0.525,1,1.56111111111111,0
3,40,1,0.8,0.6,1,1.56111111111111,0
3,54, , ,0.475,1,1.56111111111111,0
2,33, , ,0.675,0,1.5625,0
2,45, , ,0.425,0,1.5625,0
3,43,0.8,0.2,0.45,0,1.56944444444444,0
3,50, , ,0.6,1,1.56944444444444,0
3,54, , ,0.5,1,1.56944444444444,0
1,36,1,0.6,0.6,1,1.56944444444444,0
2,28,1,0.8,0.525,0,1.57638888888889,0
1,44,0.8,0,0.325,0,1.57638888888889,0
3,37,0.8,0,0.7,0,1.58333333333333,0
2,29,0,0,0.375,0,1.58333333333333,0
2,50,0.4,0.6,0.425,0,1.58333333333333,0
3,37,0.6,0.4,0.575,0,1.58333333333333,0
3,30,0.2,0,0.5,0,1.58333333333333,0
2,24,0.8,0.6,0.55,0,1.58333333333333,0
3,39,0.8,0.8,0.675,0,1.58333333333333,0
2,33, , ,0.475,0,1.58333333333333,0
3,33,1,0,0.65,1,1.58333333333333,0
3,28, , ,0.4,1,1.58333333333333,0
3,42,1,1,0.425,1,1.58333333333333,0
3,53,1,0,0.375,1,1.59027777777778,0
1,44,0.2,0.2,0.575,0,1.59722222222222,0
2,38, , ,0.55,0,1.59722222222222,0
2,38,0.2,0.4,0.45,0,1.59722222222222,0
2,43,0.6,0.4,0.5,0,1.59722222222222,0
1,38, , ,0.45,1,1.59722222222222,0
3,52,0.8,0.6,0.525,1,1.59722222222222,0
3,55, , ,0.5,1,1.60416666666667,0
3,39,1,0,0.6,1,1.61111111111111,0
3,33,1,1,0.55,1,1.61111111111111,0
3,37,1,1,0.65,1,1.61111111111111,0
3,42,0.4,0,0.475,0,1.61805555555556,0
2,29,0.8,0.6,0.475,1,1.61805555555556,0
3,36,1,0.6,0.5,0,1.625,0
3,31,1,0.4,0.65,1,1.625,0
2,40, , ,0.5,1,1.63055555555556,0
2,32, , ,0.425,0,1.63055555555556,0
2,46, , ,0.625,0,1.63055555555556,0
3,40,0.8,0.8,0.525,1,1.63888888888889,0
2,50,0.2,0,0.425,1,1.63888888888889,0
1,43,1,1,0.575,1,1.64444444444444,0
3,46, , ,0.575,0,1.65138888888889,0
2,38,0.8,0.6,0.5,0,1.65277777777778,0
3,32,1,1,0.725,1,1.65277777777778,0
2,33,1,0.8,0.575,1,1.65277777777778,0
3,32, , ,0.525,0,1.65972222222222,0
3,28, , ,0.525,1,1.65972222222222,0
3,34,1,0,0.625,1,1.66666666666667,0
3,30,1,0,0.55,0,1.66666666666667,0
3,36, , ,0.675,1,1.67361111111111,0
3,33,1,1,0.625,1,1.67916666666667,0
2,36,1,1,0.475,1,1.68055555555556,0
2,41,1,0.8,0.575,1,1.69444444444444,0
3,30,1,0.2,0.575,0,1.69444444444444,0
3,42,1,1,0.55,1,1.69444444444444,0
2,41,1,0.6,0.5,1,1.69444444444444,0
2,49,0.4,0.4,0.525,0,1.73611111111111,0
3,33,1,0.8,0.6,1,1.75,0
2,33,0.8,0.8,0.65,1,1.75,0
3,29,1,0,0.6,1,1.75,0
3,60,0.6,0.4,0.35,0,1.75694444444444,0
3,41,1,0.4,0.425,1,1.76388888888889,0
3,38,1,1,0.475,1,1.76388888888889,0
1,33, , ,0.6,1,1.76388888888889,0
2,46,0.8,0,0.5,0,1.77777777777778,0
3,40,1,0.8,0.6,1,1.77777777777778,0
1,61, , ,0.775,1,1.78472222222222,0
3,38,0.4,0,0.75,0,1.80555555555556,0
2,36,1,1,0.675,1,1.80555555555556,0
2,51,1,0.8,0.55,0,1.89444444444444,0
3,48,1,0,0.5,1,1.91666666666667,0
3,59,0,0,0.425,0,0.277777777777778,0
3,58, , ,0.25,0,0.361111111111111,0
1,56, , ,0.475,1,0.383333333333333,0
3,52, , ,0.275,0,0.5,0
2,48,0,0,0.425,0,0.555555555555556,0
3,44, , ,0.475,0,0.625,0
3,62, , ,0.475,0,0.652777777777778,0
2,34,0,0,0.425,0,0.665277777777778,0
3,57,0,0,0.425,0,0.666666666666667,0
2,49, , ,0.4,0,0.694444444444444,0
3,51,0,0,0.325,0,0.694444444444444,0
2,39, , ,0.575,0,0.756944444444444,0
2,44, , ,0.35,0,0.761111111111111,0
3,49, , ,0.35,0,0.763888888888889,0
3,55,0,0,0.3,0,0.777777777777778,0
1,64, , ,0.525,0,0.777777777777778,0
3,41, , ,0.3,0,0.777777777777778,0
2,49, , ,0.45,0,0.791666666666667,0
3,57, , ,0.6,0,0.797222222222222,0
3,45,0,0,0.425,0,0.819444444444444,0
3,42,1,0,0.45,0,0.833333333333333,0
3,34,1,0.6,0.4,0,0.833333333333333,0
3,41,0.4,0,0.375,0,0.833333333333333,0
3,52, , ,0.525,0,0.838888888888889,0
3,43, , ,0.425,1,0.847222222222222,0
3,42, , ,0.4,1,0.847222222222222,0
3,49, , ,0.5,0,0.852777777777778,0
3,58,0,0,0.35,0,0.861111111111111,0
2,54, , ,0.4,0,0.861111111111111,0
3,58, , ,0.6,0,0.863888888888889,0
3,41, , ,0.3,0,0.866666666666667,0
3,49, , ,0.35,0,0.875,0
3,35,0,0,0.4,0,0.881944444444444,0
3,41, , ,0.4,0,0.891666666666667,0
1,43,0.2,0,0.3,0,0.898611111111111,0
3,58, , ,0.5,0,0.902777777777778,0
3,60, , ,0.375,0,0.902777777777778,0
3,61,1,0.4,0.525,0,0.902777777777778,0
1,52,0.6,0,0.65,0,0.908333333333333,0
3,38,0.8,0.4,0.425,0,0.908333333333333,0
3,45,0.2,0.2,0.4,0,0.909722222222222,0
3,55, , ,0.425,0,0.909722222222222,0
2,51, , ,0.325,0,0.916666666666667,0
3,46, , ,0.55,0,0.916666666666667,0
2,48,0.6,0.2,0.425,0,0.923611111111111,0
2,40,0.6,0.4,0.525,0,0.95,0
3,44,1,0,0.5,0,0.95,0
3,48, , ,0.375,0,0.955555555555555,0
3,57, , ,0.5,0,0.958333333333333,0
3,59, , ,0.25,1,0.958333333333333,0
3,55,0,0,0.425,0,0.963888888888889,0
2,50,1,0,0.45,0,0.965277777777778,0
3,47,0.2,0,0.45,0,0.965277777777778,0
1,56, , ,0.275,0,0.972222222222222,0
1,47,0.2,0.2,0.525,0,0.972222222222222,0
3,52, , ,0.525,0,0.977777777777778,0
3,52,0.4,0,0.425,0,0.979166666666667,0
3,55, , ,0.5,0,0.986111111111111,0
3,45,1,0.6,0.65,0,0.991666666666667,0
1,51, , ,0.425,0,0.993055555555556,0
3,48,0.8,0.8,0.475,0,1,0
3,51, , ,0.375,0,1.01388888888889,0
1,63,1,1,0.4,0,1.01388888888889,0
3,50,0,0,0.35,1,1.01388888888889,0
3,48, , ,0.5,0,1.01805555555556,0
2,50,0,0.2,0.5,0,1.01944444444444,0
3,40,0.6,0,0.5,0,1.01944444444444,0
2,39, , ,0.5,0,1.02083333333333,0
3,54,1,0.4,0.5,0,1.02638888888889,0
3,56, , ,0.5,0,1.02638888888889,0
3,41,0.4,0.2,0.4,0,1.02777777777778,0
3,60, , ,0.45,0,1.03333333333333,0
3,50,1,0.8,0.45,0,1.03333333333333,0
2,52,0,0,0.45,0,1.03472222222222,0
3,52, , ,0.4,0,1.04027777777778,0
3,34, , ,0.475,0,1.04166666666667,0
3,45, , ,0.35,0,1.04166666666667,0
3,50,0.2,0.2,0.275,0,1.04583333333333,0
1,52,0,0,0.3,0,1.04722222222222,0
3,39, , ,0.425,0,1.04861111111111,0
3,43, , ,0.5,0,1.04861111111111,0
3,56, , ,0.45,0,1.05555555555556,0
3,38,0,0,0.45,0,1.05555555555556,0
2,55,0,0,0.35,0,1.06111111111111,0
3,59,0,0,0.525,1,1.06111111111111,0
2,45, , ,0.55,0,1.0625,0
3,60,0.2,0.2,0.5,0,1.0625,0
3,48,0.8,0,0.425,0,1.06944444444444,0
3,46, , ,0.525,0,1.06944444444444,0
2,50, , ,0.275,0,1.08055555555556,0
2,48, , ,0.375,0,1.08194444444444,0
3,47, , ,0.3,0,1.08333333333333,0
3,46, , ,0.475,0,1.08333333333333,0
3,41,0.6,0.6,0.525,0,1.09027777777778,0
2,38, , ,0.3,0,1.09583333333333,0
3,48,0.2,0,0.425,0,1.09583333333333,0
3,40,1,0.6,0.45,0,1.09722222222222,0
3,59,0,0,0.45,0,1.09722222222222,0
3,42,0.2,0.2,0.4,0,1.09722222222222,0
3,44,0.2,0,0.275,0,1.1,0
3,54,0,0,0.35,1,1.10277777777778,0
3,42, , ,0.475,1,1.10277777777778,0
3,54,0,0,0.45,0,1.10416666666667,0
1,51, , ,0.325,0,1.11111111111111,0
3,32, , ,0.45,0,1.11111111111111,0
3,42, , ,0.5,0,1.11111111111111,0
3,37,1,1,0.525,0,1.11111111111111,0
2,44,0.8,0.2,0.375,0,1.11111111111111,0
3,39,0.4,0.2,0.3,0,1.11666666666667,0
3,55,0.4,0,0.5,0,1.11666666666667,0
3,37, , ,0.6,0,1.11666666666667,0
3,53, , ,0.475,0,1.11805555555556,0
2,40, , ,0.4,0,1.12361111111111,0
2,40, , ,0.5,0,1.125,0
3,43, , ,0.4,0,1.125,0
