Urbanization_level,Age,Self_efficacy,Inservice_training,Digital_activity,Gender,Information_skills,Teacher_type
3,55, , ,0.425,0,0.776388888888889,0
3,61, ,0.2,0.45,0,0.790277777777778,0
3,44, , ,0.25,0,0.797222222222222,0
3,35,0.8,0.2,0.5,1,0.844444444444444,0
3,41,0,0,0.45,1,0.844444444444444,0
3,65, , ,0.225,0,0.847222222222222,0
3,57, , ,0.35,0,0.858333333333333,0
3,50, , ,0.35,1,0.8875,0
2,60,0.6,0.6,0.55,1,0.888888888888889,0
3,51, , ,0.35,0,0.888888888888889,0
2,62, , ,0.45,1,0.9,0
3,44,1,0.8,0.375,1,0.915277777777778,0
2,49, , ,0.5,0,0.951388888888889,0
3,62, , ,0.75,1,0.969444444444444,0
3,51,0.6,0.6,0.475,0,1.01388888888889,0
2,40,0.4,0,0.375,1,1.02083333333333,0
2,64,0.6,0.6,0.375,0,1.05416666666667,0
3,65, , ,0.425,1,1.09583333333333,0
3,43, , ,0.425,0,1.11805555555556,0
2,39,0.6,0.2,0.575,0,1.13888888888889,0
1,52,0.6,0.4,0.5,0,1.16666666666667,0
3,50,0,0,0.375,1,1.16666666666667,0
3,52,1,1,0.425,1,1.16666666666667,0
3,40, , ,0.6,1,1.17222222222222,0
1,51,0,0,0.4,1,1.20555555555556,0
3,53,0.4,0.2,0.525,0,1.21388888888889,0
2,45,0.2,0,0.525,0,1.25,0
1,33, , ,0.35,0,1.25694444444444,0
3,48,0.4,0,0.45,0,1.30555555555556,0
3,59,0.6,0.4,0.425,0,1.31666666666667,0
3,43,1,0.6,0.425,0,1.31944444444444,0
3,42, , ,0.45,0,1.43055555555556,0
3,51,1,1,0.45,1,1.43055555555556,0
3,49,0,0,0.55,1,1.48611111111111,0
2,43, , ,0.5,0,1.51388888888889,0
1,65, , ,0.425,0,0.138888888888889,0
3,62, , ,0.25,0,0.138888888888889,0
3,41, , ,0.3,0,0.166666666666667,0
2,64, , ,0.1,0,0.183333333333333,0
3,42,0.6,0,0.35,1,0.341666666666667,0
3,44,1,1,0.45,1,0.361111111111111,0
2,49, , ,0.525,0,0.409722222222222,0
1,48,0,0,0.225,0,0.416666666666667,0
3,50, , ,0.425,1,0.430555555555556,0
2,56,0,0,0.4,0,0.444444444444444,0
3,50, , ,0.275,0,0.477777777777778,0
1,62, , ,0.375,0,0.5,0
3,60,0,0,0.275,0,0.520833333333333,0
3,54,0,0,0.55,0,0.533333333333333,0
2,63, , ,0.5,0,0.547222222222222,0
3,64, , ,0.425,0,0.566666666666667,0
3,50, , ,0.375,0,0.569444444444444,0
3,60, , ,0.325,1,0.572222222222222,0
2,33, , ,0.475,1,0.580555555555555,0
2,58, , ,0.65,0,0.586111111111111,0
2,55,0,0,0.425,0,0.588888888888889,0
3,44, , ,0.6,0,0.6,0
3,38, , ,0.25,0,0.611111111111111,0
3,54, , ,0.425,0,0.616666666666667,0
1,58, , ,0.4,0,0.625,0
2,54, , ,0.575,0,0.629166666666667,0
3,51, , ,0.575,0,0.641666666666667,0
3,61,0,0,0.25,1,0.644444444444444,0
3,43,0,0,0.325,0,0.652777777777778,0
2,51, , ,0.5,0,0.6875,0
3,45, , ,0.25,1,0.691666666666667,0
2,58,0.2,0.2,0.325,0,0.713888888888889,0
3,48, , ,0.475,1,0.713888888888889,0
3,60, , ,0.575,1,0.716666666666667,0
1,48,0,0,0.375,0,0.722222222222222,0
1,47,0,0,0.35,1,0.722222222222222,0
1,61, , ,0.475,0,0.736111111111111,0
3,62, , ,0.3,0,0.736111111111111,0
3,60,0.2,0.2,0.475,0,0.736111111111111,0
3,51, , ,0.25,0,0.738888888888889,0
1,47,0,0,0.3,0,0.770833333333333,0
2,57, , ,0.45,0,0.770833333333333,0
3,53, , ,0.525,0,0.772222222222222,0
3,57,0.4,0,0.65,0,0.777777777777778,0
3,49,0,0,0.475,0,0.779166666666667,0
2,56,0.8,0.8,0.475,1,0.790277777777778,0
3,41,0,0,0.4,0,0.801388888888889,0
3,60, , ,0.4,0,0.811111111111111,0
3,48, , ,0.5,0,0.825,0
2,58,0,0,0.475,1,0.825,0
2,63, , ,0.275,0,0.833333333333333,0
2,44,0,0,0.25,0,0.833333333333333,0
2,50, , ,0.575,0,0.833333333333333,0
3,43,0.2,0,0.4,0,0.833333333333333,0
2,60,0.4,0,0.4,0,0.838888888888889,0
3,65, , ,0.375,0,0.840277777777778,0
2,57, , ,0.35,0,0.847222222222222,0
3,60, , ,0.425,0,0.861111111111111,0
3,60,0,0,0.375,0,0.861111111111111,0
3,58, , ,0.325,0,0.866666666666667,0
3,62, , ,0.6,1,0.866666666666667,0
3,58,0.6,0,0.375,1,0.868055555555556,0
3,54,1,0,0.625,0,0.868055555555556,0
2,60, , ,0.475,1,0.868055555555556,0
3,58,0.4,0.4,0.425,0,0.872222222222222,0
3,62, , ,0.55,0,0.873611111111111,0
1,50,0.8,0.4,0.425,1,0.873611111111111,0
3,56, , ,0.425,1,0.875,0
2,55, , ,0.3,0,0.888888888888889,0
3,54, , ,0.575,0,0.888888888888889,0
3,58,1,1,0.525,1,0.888888888888889,0
1,54, , ,0.325,1,0.894444444444444,0
3,53, , ,0.25,0,0.895833333333333,0
3,35,1,0,0.65,0,0.895833333333333,0
1,62, , ,0.675,0,0.901388888888889,0
3,37, , ,0.375,0,0.902777777777778,0
3,53, , ,0.45,0,0.908333333333333,0
2,54,0.8, ,0.45,0,0.913888888888889,0
3,44,0,0,0.6,1,0.913888888888889,0
3,52,0,0,0.425,0,0.930555555555556,0
2,37,0.6,0.2,0.475,1,0.95,0
3,54, , ,0.55,0,0.951388888888889,0
3,51, , ,0.4,1,0.956944444444444,0
3,42,0.6,0,0.5,0,0.958333333333333,0
3,47, , ,0.4,0,0.958333333333333,0
3,58, , ,0.625,0,0.963888888888889,0
2,54, , ,0.65,0,0.965277777777778,0
2,38,0.8,0.2,0.4,0,0.972222222222222,0
3,51,0.2,0.2,0.475,0,0.977777777777778,0
3,38, , ,0.3,0,0.979166666666667,0
2,56, , ,0.4,0,0.986111111111111,0
2,61,0.8,0.4,0.325,0,0.986111111111111,0
1,56,0.6,0.6,0.525,0,0.9875,0
3,57,0,0,0.325,0,0.997222222222222,0
3,50, , ,0.575,1,1,0
3,59, , ,0.525,0,1.00555555555556,0
3,50,0.4,0.4,0.375,0,1.00694444444444,0
3,62,0.4,0.2,0.425,0,1.01388888888889,0
2,52, , ,0.55,0,1.01388888888889,0
3,42, , ,0.675,1,1.02638888888889,0
3,52, , ,0.45,1,1.02638888888889,0
2,54,0,0,0.25,1,1.02777777777778,0
2,64, , ,0.525,0,1.03194444444444,0
1,53,0.2,0,0.45,0,1.03333333333333,0
3,45,0.2,0,0.35,0,1.03472222222222,0
1,63, , ,0.525,0,1.04583333333333,0
1,51,0,0,0.25,1,1.04722222222222,0
3,45, , ,0.55,0,1.04861111111111,0
3,33,0.4,0,0.5,0,1.04861111111111,0
3,44,0,0,0.475,0,1.05416666666667,0
3,52, , ,0.375,0,1.05416666666667,0
1,49, , ,0.525,0,1.05555555555556,0
1,62, , ,0.45,0,1.06111111111111,0
3,49, , ,0.275,0,1.06666666666667,0
3,44,1,0,0.525,1,1.06944444444444,0
2,51, , ,0.475,0,1.08333333333333,0
3,50, , ,0.4,0,1.08888888888889,0
3,55,0,0,0.45,0,1.10416666666667,0
3,49, , ,0.4,0,1.11111111111111,0
3,56, , ,0.55,0,1.11111111111111,0
2,54,1,0,0.375,1,1.11111111111111,0
3,57, , ,0.525,1,1.11666666666667,0
1,41,0.8,0,0.325,1,1.12222222222222,0
3,44, , ,0.525,0,1.12361111111111,0
2,38, , ,0.45,0,1.125,0
3,45,0.8,0.4,0.45,1,1.125,0
3,41,0.8,0.6,0.5,0,1.13055555555556,0
1,53, , ,0.325,0,1.13194444444444,0
3,51,0,0,0.375,0,1.13888888888889,0
1,40,0.8,0.4,0.425,0,1.14305555555556,0
2,62, , ,0.425,0,1.14444444444444,0
3,33,1,0,0.5,0,1.14583333333333,0
3,58,0.2,0.2,0.475,1,1.18055555555556,0
3,48,0,0,0.4,0,1.18055555555556,0
3,48,0,0,0.45,0,1.18055555555556,0
1,58,0.2,0.4,0.45,0,1.18055555555556,0
3,40, , ,0.4,0,1.20138888888889,0
3,49, , ,0.45,0,1.20694444444444,0
2,51, , ,0.5,0,1.20833333333333,0
3,49, , ,0.475,1,1.21527777777778,0
3,42, , ,0.525,0,1.21944444444444,0
3,53, , ,0.55,0,1.22222222222222,0
1,46, , ,0.35,1,1.22222222222222,0
3,43,0,0,0.45,0,1.22222222222222,0
2,42, , ,0.375,0,1.22222222222222,0
1,44, , ,0.6,0,1.22222222222222,0
3,59, , ,0.575,0,1.22916666666667,0
3,46,0.6,0.6,0.475,0,1.23333333333333,0
3,43,1,0.2,0.35,0,1.24027777777778,0
1,61,1,0.2,0.275,1,1.25,0
3,56,1,0.4,0.575,0,1.25694444444444,0
2,28, , ,0.7,0,1.28472222222222,0
1,51, , ,0.475,0,1.29861111111111,0
3,42,0.6,0,0.6,0,1.29861111111111,0
1,52, , ,0.45,0,1.30277777777778,0
3,49,0.6,0.2,0.275,1,1.30555555555556,0
1,52,0.4,0,0.5,1,1.30555555555556,0
3,42,0.2,0,0.45,0,1.30555555555556,0
1,59, , ,0.525,0,1.33333333333333,0
3,52, , ,0.4,0,1.33333333333333,0
3,59, , ,0.375,1,1.33333333333333,0
3,32,0.6,0.6,0.45,0,1.33333333333333,0
3,53,0.6,0,0.425,1,1.33888888888889,0
2,34,1,1,0.675,1,1.33888888888889,0
3,31, , ,0.525,1,1.34027777777778,0
1,37,0.8,0.4,0.425,0,1.34722222222222,0
3,32, , ,0.575,1,1.34722222222222,0
3,50, , ,0.55,0,1.36111111111111,0
3,50,0.8,0.6,0.775,0,1.375,0
3,61,1,1,0.425,1,1.375,0
3,36,0.4,0,0.4,0,1.38888888888889,0
3,34, , ,0.45,0,1.38888888888889,0
3,31,1,1,0.65,1,1.38888888888889,0
3,55,0.8,0.6,0.35,1,1.38888888888889,0
3,52,1,1,0.55,1,1.40277777777778,0
3,49,0.4,0,0.425,0,1.43055555555556,0
3,62, , ,0.55,0,1.44444444444444,0
3,37,1,0.8,0.575,0,1.45,0
3,38,1,0.6,0.625,0,1.45833333333333,0
3,50, , ,0.475,1,1.45833333333333,0
3,36, , ,0.45,1,1.46527777777778,0
3,44,0.4,0.8,0.525,0,1.47222222222222,0
3,27, , ,0.5,0,1.47916666666667,0
1,61, , ,0.75,1,1.47916666666667,0
3,56,0.6,0.6,0.4,1,1.48472222222222,0
1,56, , ,0.3,0,1.48611111111111,0
3,32,0.4,0,0.575,0,1.5,0
2,30,1,0.8,0.6,1,1.52777777777778,0
3,29,1,0.4,0.55,0,1.54166666666667,0
3,55,1,1,0.6,1,1.54166666666667,0
3,41,1,1,0.45,1,1.55555555555556,0
2,56,1,0.2,0.55,0,1.57638888888889,0
3,49,1,1,0.65,0,1.58333333333333,0
2,61,0.4,0.2,0.5,1,1.60277777777778,0
3,60,1,1,0.6,1,1.61805555555556,0
3,40, , ,0.325,1,1.63888888888889,0
2,57, , ,0.5,1,1.64444444444444,0
1,55, , ,0.3,0,0.166666666666667,0
3,36,0,0,0.6,0,0.166666666666667,0
2,56, , ,0.225,1,0.25,0
2,62, , ,0.375,0,0.263888888888889,0
3,50,0,0,0.375,0,0.305555555555556,0
2,59, , ,0.175,0,0.305555555555556,0
2,65, , ,0.3,0,0.333333333333333,0
1,53,0, ,0.375,0,0.333333333333333,0
1,62, , ,0.225,0,0.361111111111111,0
3,57,0,0,0.45,1,0.416666666666667,0
3,42,0.4,0.2,0.4,0,0.5,0
3,51,0,0,0.35,0,0.5,0
1,60, , ,0.475,0,0.5,0
3,63,0,0,0.375,1,0.513888888888889,0
2,52,0,0,0.55,0,0.513888888888889,0
2,64, , ,0.475,0,0.533333333333333,0
3,50, , ,0.375,0,0.534722222222222,0
3,56,0.4,0.4,0.45,0,0.561111111111111,0
2,61, , ,0.325,0,0.597222222222222,0
2,64, , ,0.325,0,0.618055555555556,0
2,50, , ,0.275,0,0.618055555555556,0
3,61, , ,0.325,0,0.625,0
3,52, , ,0.475,0,0.641666666666667,0
3,62, , ,0.625,0,0.644444444444444,0
3,63, , ,0.525,1,0.652777777777778,0
3,48, , ,0.35,0,0.656944444444444,0
3,63, , ,0.45,0,0.666666666666667,0
1,56, , ,0.45,0,0.684722222222222,0
3,50,0.8,0.8,0.375,1,0.694444444444444,0
2,57, , ,0.4,0,0.701388888888889,0
3,50, , ,0.25,0,0.715277777777778,0
3,60,0,0,0.475,0,0.722222222222222,0
1,63,0,0,0.425,1,0.733333333333333,0
3,30, , ,0.475,0,0.733333333333333,0
3,52, , ,0.5,0,0.748611111111111,0
2,65, , ,0.275,0,0.75,0
3,54,0.2,0,0.425,1,0.75,0
3,58,0.8,0.8,0.45,0,0.763888888888889,0
3,59, , ,0.35,0,0.769444444444444,0
3,45,0.6,0,0.4,1,0.770833333333333,0
3,53, , ,0.3,0,0.777777777777778,0
3,61, , ,0.275,0,0.783333333333333,0
3,38,0.6,0.2,0.425,0,0.784722222222222,0
3,52, , ,0.525,0,0.7875,0
3,52, , ,0.525,0,0.798611111111111,0
3,51,0,0,0.5,0,0.805555555555556,0
3,50,0.4,0,0.375,0,0.805555555555556,0
2,59, , ,0.4,0,0.808333333333333,0
3,50,0.2,0,0.2,0,0.831944444444444,0
3,44,0,0,0.525,0,0.831944444444444,0
3,58,0.6,0,0.575,1,0.833333333333333,0
2,42,0.4,1,0.3,1,0.833333333333333,0
1,45, , ,0.4,1,0.847222222222222,0
3,56, , ,0.4,0,0.861111111111111,0
1,52,0.2,0.2,0.3,0,0.868055555555556,0
2,55, , ,0.375,0,0.872222222222222,0
2,44,1,0,0.4,0,0.873611111111111,0
3,53,0.6,0.6,0.55,1,0.873611111111111,0
2,54, , ,0.5,0,0.875,0
1,49, , ,0.5,0,0.881944444444444,0
3,55, , ,0.35,0,0.881944444444444,0
1,47,0.4,0,0.425,0,0.894444444444444,0
2,30, , ,0.45,0,0.894444444444444,0
3,36, , ,0.4,0,0.902777777777778,0
2,45,0.2,0,0.425,0,0.902777777777778,0
2,52,0.2, ,0.325,0,0.909722222222222,0
2,44,0.2,0,0.3,1,0.9125,0
2,61, , ,0.425,0,0.916666666666667,0
3,38,0.2,0,0.2,0,0.916666666666667,0
1,53, , ,0.425,0,0.922222222222222,0
3,51,1,0.4,0.4,0,0.923611111111111,0
3,48, , ,0.45,0,0.923611111111111,0
1,35, , ,0.425,0,0.929166666666667,0
3,41,0,0.2,0.325,0,0.930555555555556,0
3,51,0.6,0,0.475,0,0.936111111111111,0
2,54,0.6,0.4,0.55,1,0.941666666666667,0
1,62, , ,0.2,0,0.943055555555556,0
3,59, , ,0.425,0,0.95,0
2,49,0.2,0,0.5,0,0.95,0
3,53,0.2,0,0.4,0,0.951388888888889,0
2,52, , ,0.425,0,0.970833333333333,0
3,57,0.4,0.2,0.45,0,0.972222222222222,0
3,49, , ,0.425,0,0.972222222222222,0
2,46, , ,0.5,0,0.984722222222222,0
1,38,0.4,0.4,0.475,0,0.991666666666667,0
3,32, , ,0.55,1,0.993055555555556,0
3,46, , ,0.6,1,0.993055555555556,0
1,47, , ,0.275,0,0.994444444444444,0
3,50,0,0,0.5,0,1,0
3,35, , ,0.5,0,1.00694444444444,0
3,41, , ,0.35,0,1.00694444444444,0
3,45, , ,0.5,1,1.00833333333333,0
3,43, , ,0.55,0,1.02083333333333,0
3,50, , ,0.45,1,1.02083333333333,0
3,50,0.8,0,0.425,0,1.02777777777778,0
3,50, ,0.2,0.35,0,1.02777777777778,0
3,42,0,0,0.4,0,1.02777777777778,0
3,49, , ,0.375,0,1.03333333333333,0
3,41,0.4,0.2,0.55,0,1.03472222222222,0
3,43, , ,0.475,1,1.04027777777778,0
2,55, , ,0.325,0,1.04166666666667,0
3,60, , ,0.4,0,1.04722222222222,0
3,59, , ,0.375,1,1.04861111111111,0
3,48,0.8,0,0.2,1,1.05138888888889,0
3,55,0.4,0.2,0.475,0,1.05555555555556,0
3,41, , ,0.375,0,1.05555555555556,0
3,52,0,0,0.6,1,1.0625,0
3,61, , ,0.475,1,1.06666666666667,0
3,48,0.8,0,0.475,0,1.06944444444444,0
3,56,0,0,0.3,0,1.06944444444444,0
3,44, , ,0.325,1,1.075,0
3,49, , ,0.325,0,1.07638888888889,0
3,58,1,0.4,0.525,0,1.08333333333333,0
3,53,0,0,0.55,0,1.09027777777778,0
3,63,0.2,0,0.3,0,1.10277777777778,0
3,36, , ,0.5,0,1.10416666666667,0
3,43,1,0,0.425,0,1.11111111111111,0
3,61, , ,0.525,1,1.11111111111111,0
3,58, , ,0.5,0,1.11388888888889,0
3,49, , ,0.425,0,1.11805555555556,0
2,59, , ,0.3,1,1.11805555555556,0
3,55,0.2,0,0.275,0,1.125,0
3,57,0,0,0.425,0,1.125,0
3,56,0.8,0,0.375,0,1.125,0
3,53,0.2,0.2,0.3,0,1.125,0
3,38,1,0,0.425,0,1.125,0
3,57, , ,0.6,1,1.125,0
3,56,0,0,0.275,0,1.12777777777778,0
2,59,1,0.8,0.525,0,1.12777777777778,0
3,48, , ,0.425,0,1.13055555555556,0
2,53, , ,0.6,1,1.13888888888889,0
2,39,0.6,0.4,0.575,0,1.13888888888889,0
3,38, , ,0.65,0,1.14444444444444,0
1,50,0.2,0,0.6,0,1.14444444444444,0
3,56, , ,0.65,1,1.14444444444444,0
3,36,1,1,0.475,1,1.14444444444444,0
3,35, , ,0.5,0,1.14583333333333,0
3,56,1,0,0.55,1,1.15277777777778,0
1,43, , ,0.45,1,1.15277777777778,0
3,59,0.6,0,0.425,0,1.15277777777778,0
3,47,0.4,0.2,0.375,0,1.15972222222222,0
3,58,0,0,0.45,0,1.15972222222222,0
1,55, , ,0.525,0,1.15972222222222,0
3,51, , ,0.375,0,1.16527777777778,0
1,50, , ,0.475,0,1.16527777777778,0
3,46,0,0,0.425,0,1.16666666666667,0
1,41, , ,0.575,1,1.16666666666667,0
3,41,1,0,0.5,0,1.16666666666667,0
3,56,0.6,0,0.575,0,1.17361111111111,0
3,49, , ,0.55,0,1.18611111111111,0
3,45,1,1,0.425,1,1.18611111111111,0
3,62, , ,0.55,0,1.18611111111111,0
3,49, , ,0.75,0,1.1875,0
3,43,1,0.2,0.425,0,1.19444444444444,0
2,54, ,0,0.425,1,1.19444444444444,0
3,43, , ,0.425,1,1.19444444444444,0
1,46,1,0.2,0.375,1,1.2,0
3,58,1,1,0.275,0,1.20694444444444,0
2,45, , ,0.45,0,1.21527777777778,0
2,41, , ,0.525,0,1.22222222222222,0
3,61,0.8,0.2,0.475,1,1.22222222222222,0
3,41, , ,0.35,0,1.22916666666667,0
3,54, , ,0.425,0,1.23611111111111,0
2,56,0.6,0.4,0.4,0,1.23611111111111,0
2,51,0,0,0.425,1,1.25,0
3,51, , ,0.3,1,1.25694444444444,0
3,52, , ,0.525,0,1.26388888888889,0
1,44,0,0,0.45,0,1.26388888888889,0
3,38,0.4,0,0.5,0,1.27083333333333,0
2,42, , ,0.5,0,1.27083333333333,0
2,60, , ,0.55,0,1.27083333333333,0
2,58, , ,0.55,1,1.27083333333333,0
3,43, , ,0.525,0,1.27638888888889,0
2,48,1,0.6,0.45,0,1.27777777777778,0
3,51, , ,0.425,1,1.28333333333333,0
3,46,0.6,0.4,0.3,0,1.28472222222222,0
3,54, , ,0.475,0,1.29166666666667,0
3,42,0.8,0.6,0.45,1,1.29166666666667,0
1,50,0.8,1,0.275,0,1.29166666666667,0
3,47,0.6,0.4,0.425,0,1.29166666666667,0
3,44, , ,0.5,0,1.30555555555556,0
1,56, , ,0.325,0,1.30972222222222,0
1,43,0.6,0.2,0.675,1,1.31111111111111,0
3,35, , ,0.425,0,1.31944444444444,0
2,55, , ,0.575,0,1.31944444444444,0
3,56, , ,0.425,0,1.325,0
1,29,0.4,0.4,0.525,0,1.32638888888889,0
2,54, , ,0.35,0,1.32638888888889,0
3,56,0.4,0.4,0.35,1,1.33333333333333,0
1,56,0,0,0.475,1,1.33333333333333,0
3,44, , ,0.6,1,1.33333333333333,0
3,52,0.4,0,0.45,0,1.33333333333333,0
3,53,0,0,0.25,0,1.34027777777778,0
3,58,0.6,0,0.525,1,1.34722222222222,0
3,46,0.8,0.2,0.325,1,1.34722222222222,0
1,41, , ,0.5,0,1.35138888888889,0
3,63, , ,0.4,1,1.36111111111111,0
2,36,1,0.4,0.6,1,1.36666666666667,0
1,62, , ,0.475,0,1.375,0
3,47,0.4,0,0.4,1,1.375,0
2,39,1,0.2,0.475,1,1.375,0
1,52, ,0,0.525,1,1.38055555555556,0
2,29, , ,0.55,0,1.38194444444444,0
3,41,0.6,0.8,0.55,0,1.3875,0
3,39, , ,0.475,0,1.38888888888889,0
1,30, , ,0.55,0,1.38888888888889,0
3,40, , ,0.525,1,1.38888888888889,0
3,40,0.8,0.4,0.65,1,1.38888888888889,0
3,32,0.6,0.2,0.45,0,1.39583333333333,0
3,32, , ,0.575,0,1.40277777777778,0
3,34,1,0.6,0.5,0,1.40277777777778,0
3,25, , ,0.475,0,1.40972222222222,0
3,30,1,0.4,0.275,1,1.40972222222222,0
2,39, , ,0.425,0,1.41666666666667,0
3,51,1,1,0.65,1,1.41666666666667,0
3,43,1,0.4,0.475,0,1.42361111111111,0
2,47,1,1,0.325,0,1.42361111111111,0
3,48,0.6,0.6,0.55,0,1.43055555555556,0
1,45,0,0,0.5,0,1.43611111111111,0
3,53, , ,0.225,0,1.4375,0
1,54, , ,0.4,1,1.44444444444444,0
3,42,0.4,0,0.475,0,1.45,0
1,30, , ,0.525,0,1.45833333333333,0
3,40,0.4,0,0.375,0,1.45833333333333,0
3,32,1,0.4,0.375,0,1.45833333333333,0
3,57,1,0.4,0.6,1,1.46111111111111,0
2,60,0.4,0.4,0.45,1,1.46527777777778,0
1,49,0.8, ,0.575,0,1.47083333333333,0
3,33, , ,0.375,0,1.47222222222222,0
1,33,1,1,0.625,0,1.47222222222222,0
3,56,1,1,0.375,1,1.47222222222222,0
3,47,0.6,0.6,0.4,1,1.47777777777778,0
2,27,1,0.8,0.525,0,1.47916666666667,0
3,40, , ,0.5,0,1.48611111111111,0
3,37, , ,0.5,1,1.48611111111111,0
1,39, , ,0.575,0,1.49166666666667,0
1,35, , ,0.5,0,1.5,0
2,49,1,0,0.7,1,1.5,0
3,35, , ,0.45,0,1.52777777777778,0
3,33, , ,0.525,1,1.52777777777778,0
2,46, , ,0.575,0,1.52777777777778,0
2,51,0.6,0,0.425,0,1.54166666666667,0
1,37, , ,0.425,0,1.54166666666667,0
3,38, , ,0.6,1,1.54166666666667,0
2,64, , ,0.5,0,1.55555555555556,0
2,29,1,1,0.65,0,1.55555555555556,0
3,39,0.8,0.4,0.6,0,1.55555555555556,0
3,36, , ,0.6,0,1.55555555555556,0
1,57,1,0.8,0.675,1,1.55555555555556,0
3,33,0.8,0.2,0.575,1,1.56944444444444,0
3,44,1,1,0.425,0,1.58888888888889,0
3,38,1,0.8,0.65,1,1.61111111111111,0
3,54,1,1,0.45,1,1.61111111111111,0
2,43,1,1,0.325,1,1.61111111111111,0
2,43, , ,0.325,0,1.61805555555556,0
1,39,1,0,0.45,0,1.65277777777778,0
3,32, , ,0.5,0,1.65972222222222,0
3,32,1,1,0.475,1,1.66666666666667,0
3,27,1,0,0.5,0,1.68055555555556,0
1,37,1,0.6,0.425,0,1.75,0
3,57,1,1,0.6,1,1.75,0
3,58, , ,0.6,0,0.194444444444444,0
3,44,0.8,0.2,0.525,1,0.194444444444444,0
3,56,0,0,0.275,0,0.230555555555556,0
3,46, , ,0.45,0,0.333333333333333,0
3,53, , ,0.35,1,0.388888888888889,0
2,55, , ,0.375,1,0.436111111111111,0
3,45, , ,0.65,0,0.472222222222222,0
2,56,0,0,0.525,0,0.472222222222222,0
3,52, , ,0.6,0,0.486111111111111,0
3,42, , ,0.35,0,0.488888888888889,0
1,61, , ,0.4,0,0.5,0
3,60, , ,0.375,0,0.547222222222222,0
1,47,0.8,0,0.475,0,0.55,0
3,53,0,0,0.125,1,0.55,0
3,45,0.2,0.2,0.6,0,0.555555555555556,0
3,35,1,1,0.325,1,0.583333333333333,0
3,48, , ,0.4,1,0.586111111111111,0
3,49,1,0,0.4,0,0.597222222222222,0
3,57, , ,0.35,0,0.604166666666667,0
2,61, , ,0.325,0,0.625,0
2,55, , ,0.3,0,0.638888888888889,0
3,40,0,0,0.275,0,0.644444444444444,0
2,48, , ,0.275,0,0.65,0
3,62, , ,0.475,0,0.652777777777778,0
3,65, , ,0.45,0,0.665277777777778,0
2,63, , ,0.4,0,0.666666666666667,0
3,58, , ,0.25,0,0.669444444444445,0
3,51, , ,0.275,0,0.669444444444445,0
2,61, , ,0.45,0,0.670833333333333,0
3,56, , ,0.175,0,0.680555555555556,0
2,53, , ,0.5,1,0.683333333333333,0
3,52, , ,0.425,0,0.686111111111111,0
2,48, , ,0.35,0,0.694444444444444,0
3,58, , ,0.45,1,0.694444444444444,0
3,61, , ,0.25,0,0.708333333333333,0
2,55, , ,0.425,0,0.708333333333333,0
1,52, , ,0.3,0,0.713888888888889,0
3,51, , ,0.375,0,0.713888888888889,0
3,54, , ,0.525,1,0.715277777777778,0
3,57,0.2,0.4,0.375,0,0.725,0
1,59, , ,0.45,0,0.727777777777778,0
3,44, , ,0.4,0,0.736111111111111,0
1,37, , ,0.525,0,0.743055555555556,0
2,41, , ,0.4,0,0.75,0
3,55, , ,0.35,1,0.755555555555556,0
3,51, , ,0.475,0,0.761111111111111,0
2,60, , ,0.25,0,0.769444444444444,0
3,42,0.2,0.4,0.275,0,0.770833333333333,0
3,53, , ,0.35,0,0.776388888888889,0
2,52,0,0.2,0.375,0,0.777777777777778,0
3,53, , ,0.475,0,0.783333333333333,0
3,62,0,0,0.35,0,0.791666666666667,0
3,59, , ,0.3,1,0.791666666666667,0
3,58,0,0,0.35,0,0.795833333333333,0
2,62,0.6,0,0.375,0,0.802777777777778,0
2,53, , ,0.425,0,0.804166666666667,0
3,48,0.4,0,0.45,0,0.805555555555556,0
3,45,0,0,0.375,0,0.805555555555556,0
3,39,0.6,0.6,0.1,1,0.811111111111111,0
3,59, , ,0.55,0,0.811111111111111,0
3,41, , ,0.45,0,0.818055555555556,0
3,59,0.6,0.2,0.45,0,0.818055555555556,0
3,59, , ,0.55,1,0.820833333333333,0
1,51, , ,0.3,0,0.826388888888889,0
3,48,0.4,0.2,0.475,0,0.830555555555555,0
1,55, , ,0.275,0,0.833333333333333,0
3,37, , ,0.525,0,0.838888888888889,0
3,62, , ,0.575,0,0.840277777777778,0
2,61, , ,0.475,0,0.847222222222222,0
3,39, , ,0.3,0,0.847222222222222,0
1,62,0,0,0.4,0,0.858333333333333,0
3,54,0,0,0.25,0,0.861111111111111,0
3,58, , ,0.625,0,0.866666666666667,0
3,60, , ,0.5,0,0.866666666666667,0
3,58,1,0,0.475,1,0.880555555555556,0
3,47, , ,0.45,0,0.888888888888889,0
3,51,0.4,0,0.4,1,0.888888888888889,0
1,56, , ,0.35,0,0.888888888888889,0
3,55,0.6,0.6,0.55,0,0.902777777777778,0
1,48, , ,0.475,0,0.906944444444444,0
3,55, , ,0.45,0,0.906944444444444,0
1,37,1,0.4,0.5,0,0.916666666666667,0
3,57, , ,0.475,0,0.916666666666667,0
3,60, , ,0.325,1,0.916666666666667,0
3,57,0,0,0.325,0,0.922222222222222,0
1,46,0.4,0,0.45,0,0.929166666666667,0
1,59, , ,0.425,1,0.929166666666667,0
3,51, , ,0.375,0,0.930555555555556,0
3,51,0,0,0.4,0,0.9375,0
3,51, , ,0.5,0,0.9375,0
3,50, , ,0.55,0,0.941666666666667,0
